757220xd1052348	0101-BF0C4981
760220001802500	5a5b12ad9d27451fa56d81d11abf720a
760220001803300	58fb5e4046e54c33b45d04fcbf188df5
760220001804100	4c80a1453f66478596c53fed17df8206
760220001804900	575a43e5a9a84994810ce42b42999f6b
760220001805700	b37a7825bf2448e4ade8f96b1531d9b5
760220001806500	2d59962f700e470590c858623fdac204
760220001807300	8a595c133234482ca46bd8338efe58d5
760220001808100	8369a39461384d0795cb206f847a086a
760220001808900	5bd32f42dd374668848acde745fd96b3
760220001809700	8b065e5758e141cab03de0890d83e518
760220001810500	96e70c15ab0e43aab9ab924af261eba8
760220001811300	df9bbad8a44c4530a0e98ba885cf8c9d
760220001812100	d22b1111c7a944b9bb6d6b4959aabe8f
760220001812900	d464b1781b1945b59b4a5fb4d37116ee
760220001813700	a7e7597172924659bffea3fc36d58d3b
760220001814500	e55111419e784c22a9223174e25b4aa7
760220001815300	6d3e51bcf1234cde90d28b283a024f64
760220001816100	76a69252604642c1b50172d9cd7a1a45
760220001816900	1a65f6b1eaa64b2a8ca106c13bb43b79
760220001817700	198242234b1d40a3865bd98c772b8fbe
760220001818500	c01d9f96dd58451e88db5f11b87433e4
760220001819300	060a661bb7b3481d8da42f8d7398a172
760220001820100	075679318836458cb730d801a9b8345d
760220001820900	efe9d8e938024ec8a9f7678e35131f20
760220001821700	79cd6275e8ca4fb9923cc16d67d351e7
760220001822500	3149c1c7047543fbb55c83c64b7168e1
760220001823300	b661358353204efa92d2cffa51426544
760220001824100	2faba41590f24f69b1acae7b9fb61844
760220001824900	e6dd4d389588429aa7a794bf73780894
760220001825700	f6ed32ff21de4ac8860ed87df4a09957
760220001826500	c61b1e349086478c8724e6da9afa5f78
760220001827300	b7a520c7cb8341f8a4aa3bfba229ce18
760220001828100	906fb747eaec42c99858b0af82cfd729
760220001828900	f45d1f9683e1487b88b3d29ece27aef0
760220001829700	544a46c62dc24eb49260d220d001a4b7
760220001830500	a51572b4b8e8432b8c793ff76eab6788
760220001831300	3d1c2c9cbcca4836b842903db161cbe5
760220001832100	1030b059362344f9ba85a99812005143
760220001832900	e4add031aec246c28f8537eb61b36b4b
760220001833700	a9aa6ed5974c44279d9398085bfd4965
760220001834500	b752a6bbe80d43739679a115ceee286a
760220001835300	8ec973596e40423ab86fa4a89965908c
760220001836100	8b1a4575545b4ec9b0bc54f9892b653f
760220001836900	335256e359f14e3abe45d5355b35ccc5
760220001837700	a95ca5df0a4a4afc937592ed9050943b
760220001838500	af2dae71beb14e20a55a31608681a1a8
760220001839300	bbb0bcf9f89f474fb309d3e7c39e0abc
760220001840100	391a4bc92a8c468793c9392435732e9b
760220001840900	1ee2cf95edf74cd3bb8c0d184031901d
760220001841700	9421a82f3d1f49b4b021a8b8165ed71f
760220001842500	750ef9ae240c4b5aa9ff281a636c5c25
760220001843300	78e6d816529447bc918ce0b7564b8db2
760220001844100	c9978349980541808904b981de3c4510
760220001844900	953737e355914372b2bdf655a9408602
760220001845700	3d80f504094c480f80abdf19210e409c
760220001846500	a0de719cead948959e81d9d8a546cfbf
760220001847300	4183383d699f4dba9fa60fbda3af8df3
760220001848100	20a3f1e7cdb14380a35661cd78d01a0e
760220001848900	c1a99eb2ef0e416aabbf72ec51d9b454
760220001849700	bbe53cd0b8d54fecba9a647b3e358c39
760220001850500	27d38de64c734fa9a9e218139f4acdde
760220001851300	f62970d078b3496592157a6fd3c498da
760220001852100	5e73a371947b4738bc0615df1cdc6185
760220001852900	7bee7909cf404cb99f2cf9f11f2ec9a3
760220001853700	8dd97ef9dfee494193f0885a9112bca2
760220001854500	58905f46e3ca4d5a8a19f1049ae9a6a3
760220001855300	e5a01668463e4db48b074d2d689472d2
760220001856100	76da469a757a4fe89f07132d2718971a
760220001856900	5299042ed71b4f9ba2ef4fd099951c1d
760220001857700	53f8aad2c249475c84c2c1d466194498
760220001858500	0e40cd27ff834f4b8b8c0e4bdcd73bd3
760220001859300	754b6510e7444a958017b0efc14b78e1
760220001860100	5516c8642e244e279ae00c31e1542ef0
760220001860900	62d5297c0c6a43afb1707ed6d3dd5f72
760220001861700	638294fe3e0f4b9497764e627e68e3a0
760220001862500	f303200893d0421a9738611d9aad4918
760220001863300	eb5c5dbbc52c47b3b55db4e477565661
760220001864100	bc5daa8ff6b448c395580f5622a43682
760220001864900	9bed0f6ca51440df851078312bc79a32
760220001865700	ec2e36c0429f4797a1172d00aac9a9c6
760220001866500	4cd41f3119e4433085ded48cb3a2bb9e
760220001867300	fdef3709bb964b23a2243bcb9fff1a37
760220001868100	29af5c28d33c448d94ee4e32b04275ab
760220001868900	85f16add150941319d1678915b404754
760220001869700	7d641c697b004d1d9bd01d13764737c2
760220001870500	abe075e1217848878ab7c9b32f1d2b0a
760220001871300	8fee3623fce047839b4cd35b82a89698
760220001872100	4f01ba76fec7481a940ce7150cbd1799
760220001872900	98e61c0dc9764e63bd819e40b5d8718c
760220001873700	4097cbb47eea48e7b0529d7a8c531d13
760220001874500	56f7a102fbf3423b9a9c7214e45bec5f
760220001875300	7ea518808eaf48bcab5eb3c8d820fd4e
760220001876100	7ec11c122e17408ea6929f194c5c5b05
760220001876900	1858048b43434071b8f6ad2257dfc304
760220001877700	50b59f939a4b434ea62db221051a7f43
760220001878500	2b4e42e70bfb450ba92fd3489eec4af1
760220001879300	baca8e98f26b4a0e90f31d3fb7194ce7
760220001880100	505ac087714640a38dc80d21065eca65
760220001880900	04479d4be545415ea5f3bfb80b2a1298
760220001881700	cb97a21f577c42afa536fbc7ee8c5f97
760220001882500	12f6167da0534a20a5b27184cf513a9b
760220001883300	3eda3671f2c84da39e10f1585cdbce5c
760220001884100	376193ab62994e2eb1a52d46b3f6ae39
760220001884900	54acf3951707430d84151f8eb1785fae
760220001885700	0c72c40a92f54d5185244288df491684
760220001886500	c4dfdcc1f2ef431dbee94f618e6fbeec
760220001887300	b418f61c830c498fb761bb6a3c3dbf58
760220001888100	75e5a88eee1541a9b0c8a2e9f9a3627c
760220001888900	e3a664c553af42baa8c5421354997b47
760220001889700	cdde39e1e3f84bc5b461bf991dcb664f
760220001890500	ad547cc9d7a44bd4afa144b44a7a546a
760220001891300	11c1e6543c1d4018bac2da3e3503d884
760220001892100	86309a65ef7741d0ba2839bd29dd4155
760220001892900	10464fbfe0a54a5b9935608891f77776
760220001893700	6c735c0b13b34d068eb97922b3554afc
760220001894500	19c88ad6090d41c6b09f08638949c272
760220001895300	9868b0198e7849fab894efdd6f6e8d1d
760220001896100	5f73b8b9fddb4bbcb8a9cc8e6a165a46
760220001896900	16bb3591e16b4915821244d32ef5f546
760220001897700	1236867610bc4e90aa747531fc07a539
760220001898500	dde50d1d847743e5b43fa6d827fb0846
760220001899300	360b756dc8f845b49ea74c756616e98c
760220001900100	74e3a3268ce84509bbeae77332ddbd8e
760220001900900	d3b0faceedd84e67b52d422e4a0febde
760220001901700	f4d5565626a1485cb10b194cf59deaa2
760220001902500	9538ca4cc11f407b826e9697b3d96fe4
760220001903300	fe9ae5668b3a4654a8300cc7cc9765df
760220001904100	6ec825b99fc8430ba8deb94f0eae7b87
760220001904900	09745e932cd34e94927af3c2e39ce27a
760220001905700	56320ae110e54976b5e6f421603e127c
760220001906500	2d43cfd37e854b95b4ea706bf0004800
760220001907300	47992eb90cad481ebd401f41d7f9df55
760220001908100	c1bdfcd174a34a3789a4bd843dbd0ad0
760220001908900	df84c85dc3f744b7b50727db4e7ca258
760220001909700	0b58dc8776674cc183abe082527362e5
760220001910500	087fdbddd6a44c47b5bbda47b2c51ec0
760220001911300	5bfdc6133e044e7cb47823c55d73eac3
760220001912100	f160edae1846488184904009f3c9c288
760220001912900	a89059d5f11f4f30982c0402c4c2ce26
760220001913700	eb1ccd0130304a719f7019e0769a7895
760220001914500	069027b6f2b14f2c804706a032ce30fd
760220001915300	e4f1b17ecb7b4803a31ca25908869ed1
760220001916100	37c522d699064e3189cd42069322ad76
760220001916900	b815a8a9475f4998b96ddbafcd45d894
760220001917700	a59fc17d718247318fc3b8c41f503233
760220001918500	99790c6df13243a7b0b0e831a55ad51c
760220001919300	d42c140452434bf68f67ecf10211e80e
760220001920100	0b320c64aace4f6ea51bb6246cb3db9c
760220001920900	6b684f30e9eb44fa9251c9535b1760cb
760220001921700	40d745b14372495ca0d8b1f3074f1489
760220001922500	b3169b11a55c4b8a90b9e5edac53768e
760220001923300	d2dcca020a46406eb8343ce71782d9ad
760220001924100	26f29d1dd44a4a3aa1a32828327a3f0e
760220001924900	d1992379b98a4ca4a2b3a3737e1f8751
760220001925700	11999f315cd84034bc874ad960c87353
760220001926500	cf8f4c19cce149f7aded7def3dc9442a
760220001927300	32664e31ff914004a608207663278d81
760220001928100	1c6066f905104bed8502c03e20ff823a
760220001928900	ead33158b11240d99bb4c1bc90c300aa
760220001929700	d64120036c9241f6a061fe0716fb12f0
760220001930500	d2595f0443ad4043933efbab43579d3b
760220001931300	46f035244b674981a1b69e131d1eb7a6
760220001932100	1bcb5c0cd718475c957f8d9dcfc9b57d
760220001932900	9bb52556599f4d278d5ca5af03de6b4c
760220001933700	f57e5e6c68704f32922ed5b01faf62d3
760220001934500	7cddbe59634a463fa3d1fb66c7a1897e
760220001935300	2a414532aaa34d17960e2d566c26b02a
760220001936100	76230ec076194f83b551e9a3eac18ee0
760220001936900	eada01d8e73242b3807a865d6bacb939
759220003045300	0108-CBFC12C1
759220003046100	0108-21D25DED
759220003046900	0108-45776931
759220003047700	0108-2807F0C2
759220003048500	0108-D70535C2
759220003049300	0108-C5658019
759220003050100	0108-26C1FC7E
759220003050900	0108-C7929839
759220003051700	0108-34544C99
759220003052500	0108-F1FE8395
759220003053300	0108-3C109B75
759220003054100	0108-4B080A0B
759220003054900	0108-76595000
759220003055700	0108-26C6C402
759220003056500	0108-C5222207
759220003057300	0108-972E090C
759220003058100	0108-5990FF35
759220003058900	0108-F106853F
759220003059700	0108-E9BDFC5D
759220003060500	0108-566FC601
759220003061300	0108-AEE11C0A
759220003062100	0108-B63DF867
759220003062900	0108-7814B953
759220003063700	0108-CA004C45
759220003064500	0108-4CA9FB58
759220003065300	0108-8A39E871
759220003066100	0108-0F453272
759220003066900	0108-2646D5A3
759220003067700	0108-EBDFD88D
759220003068500	0108-93C7A718
759220003069300	0108-DF3636C3
759220003070100	0108-657BC3BE
759220003070900	0108-3A1E589A
759220003071700	0108-8357DD05
759220003072500	0108-92D46CEA
759220003073300	0108-679EC3D0
759220003074100	0108-86EDCE8B
759220003074900	0108-65F92B3D
759220003075700	0108-5AB272AF
759220003076500	0108-8A6D3C46
759220003077300	0108-C43306D6
759220003078100	0108-648F2C3D
759220003078900	0108-DCD5839A
759220003079700	0108-82778F6F
759220003080500	0108-4548564E
759220003081300	0108-3A3348DA
759220003082100	0108-179A9A60
759220003082900	0108-D5FBF270
759220003083700	0108-AEE802FA
759220003084500	0108-D0F927F0
759220003085300	0108-ADA1572C
759220003086100	0108-D34A27DF
759220003086900	0108-A3511588
759220003087700	0108-4AE2C069
759220003088500	0108-12288FA7
759220003089300	0108-4E204EB6
759220003090100	0108-F8851F83
759220003090900	0108-E1FA3C11
759220003091700	0108-6110A0D2
759220003092500	0108-A1869332
759220003093300	0108-D233ACF2
759220003094100	0108-16C55872
759220003094900	0108-B60179E6
759220003095700	0108-CA0E6E6C
759220003096500	0108-D60DA9B7
759220003097300	0108-C19DDC99
759220003098100	0108-A4A29EDA
759220003098900	0108-DCE3B4C0
759220003099700	0108-2520D015
759220003100500	0108-ED110DF2
759220003101300	0108-CEC30304
759220003102100	0108-EB663930
759220003102900	0108-5FCEDEF2
759220003103700	0108-BFDB9ACD
759220003104500	0108-9EF40A59
759220003105300	0108-C1172DB3
759220003106100	0108-F6824899
759220003106900	0108-068109E8
759220003107700	0108-673FAF31
759220003108500	0108-38D55A06
759220003109300	0108-5A56FEBD
759220003110100	0108-166F55C8
759220003110900	0108-2D3327CB
759220003111700	0108-53A32D1B
759220003112500	0108-D8FE557A
759220003113300	0108-2E19BC3F
759220003114100	0108-C78C03F6
759220003114900	0108-2865153A
759220003115700	0108-0A85A3A1
759220003116500	0108-E5A0262E
759220003117300	0108-6F169185
759220003118100	0108-542AF89E
759220003118900	0108-13C2165E
759220003119700	0108-3B4DCC1D
759220003120500	0108-C7E51072
759220003121300	0108-0592F074
759220003122100	0108-910DC093
759220003122900	0108-1A8EDFCE
759220003123700	0108-824D1C2D
759220003124500	0108-16486126
759220003125300	0108-96C2C5FB
759220003126100	0108-ABB10534
759220003126900	0108-452B4B6D
759220003127700	0108-AE9D4F7E
759220003128500	0108-142E1903
759220003129300	0108-1AE25FAD
759220003130100	0108-085FD20F
759220003130900	0108-FB832A86
759220003131700	0108-7E5609AD
759220003132500	0108-B29F2A19
759220003133300	0108-C1F519D7
759220003134100	0108-0187619C
759220003134900	0108-C52AD8E3
759220003135700	0108-56224112
759220003136500	0108-00CAA2FB
759220003137300	0108-7E9836C2
759220003138100	0108-FFF50B92
759220003138900	0108-3709BFF8
759220003139700	0108-3FDD484C
759220003140500	0108-6B40AC76
759220003141300	0108-84B3D791
759220003142100	0108-80A5921D
759220003142900	0108-D5E03C86
759220003143700	0108-253D4CB7
759220003144500	0108-FF79B85C
759220003145300	0108-7CAF3320
759220003146100	0108-F74CCBCE
759220003146900	0108-C1B11B37
759220003147700	0108-860298C2
759220003148500	0108-E4FAD876
759220003149300	0108-6F15B6B3
759220003150100	0108-9BFC8A1B
759220003150900	0108-9265FC49
759220003151700	0108-C961CAA0
759220003152500	0108-7556E282
759220003153300	0108-CFFDC282
759220003154100	0108-1CE26706
759220003154900	0108-E8BE4014
759220003155700	0108-9B17F9B5
759220003156500	0108-183B98D0
759220003157300	0108-42970348
759220003158100	0108-2D7AF3EB
759220003158900	0108-6E65B46F
759220003159700	0108-B95E1217
759220003160500	0108-3B25228C
759220003161300	0108-13CBBBA3
759220003162100	0108-2FE19AA9
759220003162900	0108-951D82D3
759220003163700	0108-5DD5ADED
759220003164500	0108-F80E2BB2
759220003165300	0108-3AE706F6
759220003166100	0108-2B21FEDF
759220003166900	0108-D2440004
759220003167700	0108-43871FCB
759220003168500	0108-0D923699
759220003169300	0108-D114ED11
759220003170100	0108-60FF0219
759220003170900	0108-B85DA778
759220003171700	0108-FAB4711D
759220003172500	0108-FE889317
759220003173300	0108-326EAFF2
759220003174100	0108-DBA2349B
759220003174900	0108-9A1CBF2D
759220003175700	0108-0DCB5903
759220003176500	0108-C7600445
759220003177300	0108-D56BB50E
759220003178100	0108-F8ECA68C
759220003178900	0108-1FCA8F85
759220003179700	0108-46F88B85
759220003180500	0108-B3879351
759220003181300	0108-3E156FB9
759220003182100	0108-4222BC47
759220003182900	0108-41D09B54
759220003183700	0108-20BD17C8
759220003184500	0108-73D135FC
759220003185300	0108-B379CBE6
759220003186100	0108-7D81EEE8
759220003186900	0108-009B966C
759220003187700	0108-22D716F1
759220003188500	0108-190786F0
759220003189300	0108-5FCB2722
759220003190100	0108-37CF5733
759220003190900	0108-02BBBB2E
759220003191700	0108-BF5414AC
759220003192500	0108-AE48BD89
759220003193300	0108-D8BEA8AB
759220003194100	0108-EB66FF42
759220003194900	0108-24B0D779
759220003195700	0108-57670632
759220003196500	0108-3A67E539
759220003197300	0108-D92D55C8
759220003198100	0108-97C61997
759220003198900	0108-00AD75AC
759220003199700	0108-1A2C9152
759220003200500	0108-35306060
759220003201300	0108-A8BA0629
759220003202100	0108-8CC30ECC
759220003202900	0108-009B559D
759220003203700	0108-1997C81B
759220003204500	0108-7D25A576
759220003205300	0108-4BE89146
759220003206100	0108-61FEB973
759220003206900	0108-866F8BAB
759220003207700	0108-F25001DD
759220003208500	0108-11699095
759220003209300	0108-0CB97B54
759220003210100	0108-80274169
759220003210900	0108-F2195D88
759220003211700	0108-149850C4
759220003212500	0108-36D360FA
759220003213300	0108-F8614188
759220003214100	0108-C8FC59D5
759220003214900	0108-4E975384
759220003215700	0108-418588F3
759220003216500	0108-2B94AB85
759220003217300	0108-294A0344
759220003218100	0108-2EAB492C
759220003218900	0108-CFCC1816
759220003219700	0108-56E8C5F2
759220003220500	0108-6AFB1A59
759220003221300	0108-BEC2D286
759220003222100	0108-13BF24B2
759220003222900	0108-C4050ED0
759220003223700	0108-1C2F47F0
759220003224500	0108-D5B98A66
759220003225300	0108-DAAE909A
759220003226100	0108-705B2275
759220003226900	0108-0707C3AB
759220003227700	0108-0DFD3279
759220003228500	0108-D86CC410
759220003229300	0108-83C72A32
759220003230100	0108-9DAFB224
759220003230900	0108-C491DA2C
759220003231700	0108-9CA2B1B0
759220003232500	0108-CCED5B32
755220003362300	0107-54F9932D
755220003363100	0107-655615DD
755220003363900	0107-AE030A27
755220003364700	0107-5B389B13
755220003365500	0107-7DB71E9F
755220003366300	0107-F53CE742
755220003367100	0107-0B3583FF
755220003367900	0107-FB1E1437
755220003368700	0107-FE705487
755220003369500	0107-67C278C1
755220003370300	0107-3E1257A9
755220003371100	0107-67984EE4
755220003371900	0107-1B891D92
755220003372700	0107-EE7AD95D
755220003373500	0107-09A8747D
755220003374300	0107-03741EE2
755220003375100	0107-0C134347
755220003375900	0107-AE528DA0
755220003376700	0107-ED3BC324
755220003377500	0107-A84A9CE2
755220003378300	0107-9BE3B32D
755220003379100	0107-60C65195
755220003379900	0107-BFB61B51
755220003380700	0107-9F1457E6
755220003381500	0107-54F91012
755220003382300	0107-67A23640
755220003383100	0107-0597F5BD
755220003383900	0107-B144C084
755220003384700	0107-C1DB0746
755220003385500	0107-98538DF7
755220003386300	0107-AFE7D621
755220003387100	0107-C69DA69F
755220003387900	0107-28F91FD1
755220003388700	0107-07562E9E
755220003389500	0107-FBF6E27C
755220003390300	0107-0FCA33F1
755220003391100	0107-7794EB3A
755220003391900	0107-1034B976
755220003392700	0107-F2C91155
755220003393500	0107-27AA6313
755220003394300	0107-89F16A2C
755220003395100	0107-A50B28D5
755220003395900	0107-BEE48C30
755220003396700	0107-547DD987
755220003397500	0107-E52766F9
755220003398300	0107-223E089C
755220003399100	0107-414870C8
755220003399900	0107-45828C10
755220003400700	0107-EEA25C3F
755220003401500	0107-C50DAC8F
755220003402300	0107-1FF2C9ED
755220003403100	0107-77E2E459
755220003403900	0107-FAE163AD
755220003404700	0107-E299E2E9
755220003405500	0107-4C4BB528
755220003406300	0107-ABD339A9
755220003407100	0107-B63674B5
755220003407900	0107-5D3DDCDB
755220003408700	0107-90882F1F
755220003409500	0107-08F3B845
755220003410300	0107-E842EC8D
755220003411100	0107-37CFC34B
755220003411900	0107-C4E48371
755220003412700	0107-EEE15DEF
755220003413500	0107-D22DF454
755220003414300	0107-303B51D3
755220003415100	0107-C518AD57
755220003415900	0107-BC32A05B
755220003416700	0107-354E9F0D
755220003417500	0107-0BCA0097
755220003418300	0107-FAA24E27
755220003419100	0107-21C493F3
755220003419900	0107-72D56A49
755220003420700	0107-33D82CD2
755220003421500	0107-802F6761
755220003422300	0107-0879F897
755220003423100	0107-8744BB90
755220003423900	0107-E229FF8F
755220003424700	0107-1480A5A7
755220003425500	0107-A6DAC55A
755220003426300	0107-5F4EE3B6
755220003427100	0107-57800152
755220003427900	0107-2D093672
755220003428700	0107-BE544FAC
755220003429500	0107-959A75E3
755220003430300	0107-7575B2D8
755220003431100	0107-CFED6031
755220003431900	0107-01DF6365
755220003432700	0107-25028B3B
755220003433500	0107-ADB4D5A8
755220003434300	0107-B671FDE5
755220003435100	0107-8CA56EE4
755220003435900	0107-67F2600E
755220003436700	0107-A6FC149C
755220003437500	0107-63D3AE4E
755220003438300	0107-686C2FD1
755220003439100	0107-743A01B0
755220003439900	0107-12E6571F
755220003440700	0107-29578C3F
755220003441500	0107-B05CFF89
755220003442300	0107-35177704
755220003443100	0107-8C6B0D77
755220003443900	0107-207DF761
755220003444700	0107-253ED97B
755220003445500	0107-1B8D658D
755220003446300	0107-9C490B23
755220003447100	0107-915838C7
755220003447900	0107-B3EF2573
755220003448700	0107-F48760EF
755220003449500	0107-2368FCB3
755220003450300	0107-F5A1A9C8
755220003451100	0107-A2F92784
755220003451900	0107-4F0896ED
755220003452700	0107-962CEA5B
755220003453500	0107-A8D5DBA4
755220003454300	0107-2312CA8D
755220003455100	0107-BEA418BB
755220003455900	0107-9230F078
755220003456700	0107-EC6A32F1
755220003457500	0107-8F324186
755220003458300	0107-A7ACDFE3
755220003459100	0107-6C2CBDD6
755220003459900	0107-82EECB70
755220003460700	0107-522A6C7A
755220003461500	0107-F4A8AE04
755220003462300	0107-6C56BD12
755220003463100	0107-F3C425CE
755220003463900	0107-E32A71DF
755220003464700	0107-82614924
755220003465500	0107-60262A4E
755220003466300	0107-D8E00D55
755220003467100	0107-E5CCFF3F
755220003467900	0107-7F1C4081
755220003468700	0107-CF4BDAFB
755220003469500	0107-B51CEA62
755220003470300	0107-65C77FD2
755220003471100	0107-B5B752C5
755220003471900	0107-244829CE
755220003472700	0107-FA603E33
755220003473500	0107-BCB71557
755220003474300	0107-E5F93A39
755220003475100	0107-A864889A
755220003475900	0107-1FB61BB3
755220003476700	0107-D086AAA3
755220003477500	0107-AEF16D86
755220003478300	0107-2C5C7027
755220003479100	0107-00F1F676
755220003479900	0107-352B5A6C
755220003480700	0107-E39A7B89
755220003481500	0107-B13C0D90
755220003482300	0107-093349D4
755220003483100	0107-6DC44474
755220003483900	0107-D86604F9
755220003484700	0107-8CC7584C
755220003485500	0107-9FD77DF5
755220003486300	0107-F6369D79
755220003487100	0107-932747FC
755220003487900	0107-72B94707
755220003488700	0107-4C53E2E7
755220003489500	0107-E0BCD9CC
755220003490300	0107-254E5487
755220003491100	0107-FCE07AF1
755220003491900	0107-E5CF301B
755220003492700	0107-2775EB2C
755220003493500	0107-E32C56A9
755220003494300	0107-BFB7CE68
755220003495100	0107-F170AF37
755220003495900	0107-332099A2
755220003496700	0107-4D637086
755220003497500	0107-26923BD9
755220003498300	0107-655E7869
755220003499100	0107-218D785A
755220003499900	0107-85B5C70A
755220003500700	0107-3F330C6D
755220003501500	0107-001EE81A
755220003502300	0107-264F2810
755220003503100	0107-0DAB8060
755220003503900	0107-8E73E9ED
755220003504700	0107-C7E34FAA
755220003505500	0107-6B9D41FF
755220003506300	0107-10EAD79F
755220003507100	0107-A7F2F635
755220003507900	0107-2FE97067
755220003508700	0107-64D33EE4
755220003509500	0107-D7A06CEC
755220003510300	0107-3AD38A61
755220003511100	0107-1BB3487B
755220003511900	0107-EE618AD8
755220003512700	0107-06ACEAE9
755220003513500	0107-FE098487
755220003514300	0107-E3016794
755220003515100	0107-D14BC314
755220003515900	0107-D27DED66
755220003516700	0107-00AD5287
755220003517500	0107-8086372F
755220003518300	0107-C19B7CD2
755220003519100	0107-9CA1820A
755220003519900	0107-5A7E5FDF
755220003520700	0107-ED95ACD8
755220003521500	0107-60F43E5D
755220003522300	0107-318EDC69
755220003523100	0107-3EECBA8E
755220003523900	0107-056B720C
755220003524700	0107-FEC3ECE6
755220003525500	0107-587DA064
755220003526300	0107-6900463D
755220003527100	0107-2CF88CE8
755220003527900	0107-6E990218
755220003528700	0107-557BF646
755220003529500	0107-57A7D09D
755220003530300	0107-EBE5A96C
755220003531100	0107-F24F2DA1
755220003531900	0107-95C2A883
755220003532700	0107-9E355FAE
755220003533500	0107-C0ED3845
755220003534300	0107-760195D6
755220003535100	0107-A97A75E7
755220003535900	0107-FEA291EA
755220003536700	0107-7A00104D
755220003537500	0107-36BDCAD2
755220003538300	0107-FFF01FEA
755220003539100	0107-8AEBA72B
755220003539900	0107-D7E6D4B4
755220003540700	0107-1C832AEE
755220003541500	0107-FF83AE63
755220003542300	0107-EA981B71
755220004021300	0107-2BC95220
755220004022100	0107-7DC36E50
755220004022900	0107-04DA344D
755220004023700	0107-6934E9BC
755220004024500	0107-2442DC37
755220004025300	0107-5E838A82
755220004026100	0107-9BB0CE20
755220004026900	0107-5376C43B
755220004027700	0107-3A66F233
755220004028500	0107-AEE8B430
755220004029300	0107-C632C9D9
755220004030100	0107-BDC8E47E
755220004030900	0107-EF44D668
755220004031700	0107-3F3CAF01
755220004032500	0107-0B2A7AD2
755220004033300	0107-6F0E4AFA
755220004034100	0107-6D0BCC66
755220004034900	0107-C6AB0126
755220004035700	0107-7C7A8A66
755220004036500	0107-AC8A71BE
755220004037300	0107-F2022BE6
755220004038100	0107-4D13A2F2
755220004038900	0107-6E9613EB
755220004039700	0107-ADF4D743
755220004040500	0107-8C381E48
755220004041300	0107-21F08B0F
755220004042100	0107-F1853AFA
755220004042900	0107-432C0DA7
755220004043700	0107-AD43AC1D
755220004044500	0107-B03428BB
755220004045300	0107-04AE293F
755220004046100	0107-A11D7042
755220004046900	0107-7E3B8F6D
755220004047700	0107-D6896360
755220004048500	0107-0F885896
755220004049300	0107-9F307DD6
755220004050100	0107-2FEC895F
755220004050900	0107-6E40F986
755220004051700	0107-00ADE150
755220004052500	0107-296B2AEC
755220004053300	0107-CAAAA6DB
755220004054100	0107-9E683A5B
755220004054900	0107-6AD8781B
755220004055700	0107-EF48D24A
755220004056500	0107-942B5C9A
755220004057300	0107-E053C4CE
755220004058100	0107-0724042F
755220004058900	0107-32B19825
755220004059700	0107-5B071591
755220004060500	0107-5118AE96
755220004061300	0107-BD156FB7
755220004062100	0107-BC605D82
755220004062900	0107-B4534AD3
755220004063700	0107-1668AA16
755220004064500	0107-3899F2BB
755220004065300	0107-7171A3B6
755220004066100	0107-7A14F4CB
755220004066900	0107-12B4F760
755220004067700	0107-1DC5EB87
755220004068500	0107-5D9AA1DF
755220004069300	0107-111133C2
755220004070100	0107-B6DF8245
755220004070900	0107-B5E9F549
755220004071700	0107-D317EBD5
755220004072500	0107-B5A1BD59
755220004073300	0107-B3DC9790
755220004074100	0107-69274B06
755220004074900	0107-0FD960FD
755220004075700	0107-A1B4DFC5
755220004076500	0107-367472CD
755220004077300	0107-B0413DBD
755220004078100	0107-8DFE3722
755220004078900	0107-300915AB
755220004079700	0107-C380690B
755220004080500	0107-5C833C72
755220004081300	0107-433D0C57
755220004082100	0107-BAE3A707
755220004082900	0107-17961251
755220004083700	0107-86CD6981
755220004084500	0107-5A3E61B6
755220004085300	0107-F81D16A5
755220004086100	0107-DD362406
755220004086900	0107-7F659DA2
755220004087700	0107-762D17C5
755220004088500	0107-F8DBCE44
755220004089300	0107-09BE8266
755220004090100	0107-1B9B26C8
755220004090900	0107-1D2C7992
755220004091700	0107-2279D69E
755220004092500	0107-13CF0715
755220004093300	0107-01ECABE1
755220004094100	0107-B9072CF7
755220004094900	0107-63C9B447
755220004095700	0107-A328179E
755220004096500	0107-9E35A1C1
755220004097300	0107-B1F63373
755220004098100	0107-FBCC07D6
755220004098900	0107-3FCF0AC4
755220004099700	0107-9F464019
755220004100500	0107-01866B4B
755220004101300	0107-FDA5620A
755220004102100	0107-75D6EA55
755220004102900	0107-12C63736
755220004103700	0107-1003B62B
755220004104500	0107-546FAE7B
755220004105300	0107-ABE6D823
755220004106100	0107-84A8595D
755220004106900	0107-A2B88B48
755220004107700	0107-1A4CE5E6
755220004108500	0107-43AD607C
755220004109300	0107-33693187
755220004110100	0107-AFA829C8
755220004110900	0107-562AECB3
755220004111700	0107-51C664E0
755220004112500	0107-4EEDEA37
755220004113300	0107-D455B1B4
755220004114100	0107-84193A8E
755220004114900	0107-9EC2E5EE
755220004115700	0107-87B390F3
755220004116500	0107-B06C4536
755220004117300	0107-E4083549
755220004118100	0107-E1E485C7
755220004118900	0107-BD46F050
755220004119700	0107-283EB5F1
755220004121400	0107-0F572273
755220003643100	0107-B810A4F8
755220003643900	0107-B091742E
755220003644700	0107-98431B79
755220003645500	0107-420DB4D0
755220003646300	0107-45E6CBBF
755220003647100	0107-ADAF5D8B
755220003647900	0107-5EC25E3F
755220003648700	0107-5DC132B4
